cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
n.c.,,Manuscrit imprimé,_,Explication de la portion congrue.,Papier,Français,"Bar le duc, Jean Lochet",12 mars 1699,Explication de la portion congrue.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance pour le trsanport des boues et immondices de Nancy.,Papier,Français,_,24 mai 1700,Ordonnance pour le trsanport des boues et immondices de Nancy.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,S. M. Labbe,Edit de son altesse royale.,Papier,Français,_,8 mars 1723,Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Elisabeth Chalotte,Ordonnance sur le fait des Gabelles.,Papier,Français,_,6 novembre 1733,Ordonnance sur le fait des Gabelles.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Boursier de Montureux,Nancy.,Papier,Français,_,23 avril 1742,Nancy.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,(Double) Edit du roi.,Papier,Français,_,juin 1751,(Double) Edit du roi.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. du Rouvrois,(Double) Déclaration du roi.,Papier,Français,"Nancy, N. Charlot",15 mai 1752,(Double) Déclaration du roi.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,F. Lacroix,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, N. Charlot",15 mai 1752,(Double) Lettres patentes du roi.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Circulaire.,Papier,Français,_,31 octobre 1753,Circulaire.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. d'Attel,(Double) Arrest du conseil ,Papier,Français,_,10 août 1753,(Double) Arrest du conseil ,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Stanislas,Arrest du conseil d'état du roy.,Papier,Français,"Nancy, N. Charlot",18 mai 1754,Arrest du conseil d'état du roy.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Riocour,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",13 janvier 1759,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Stanislas,Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",13 janvier 1759,Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Balthasard,Arrest du conseil d'état concernant les médecins et chirurgiens.,Papier,Français,"Nancy, Pierre Antoine",10 juillet 1762,Arrest du conseil d'état concernant les médecins et chirurgiens.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Gallois,Extrait des registres du conseil d'état.,Papier,Français,"Nancy, Leseure",13 août 1763,Extrait des registres du conseil d'état.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Stanislas,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Leseure",24 mars 1764,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Riocour,Editi du roi.,Papier,Français,_,avril 1764,Editi du roi.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Riocour,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",2 mars 1765,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,"Louis, prince de Salm.",Edit de son altesse sérénissime.,Papier,Français,_,_,Edit de son altesse sérénissime.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,_,Papier,Français,_,"Thursday, August 25, 1904",_,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Déclaration de son altesse royale.,Papier,Français,_,15 décembre 1706,Déclaration de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Edit de son altesse royale.,Papier,Français,_,18 février 1707,Edit de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Règlement de son altesse pour retranchement et abbréviation des procès.,Multicolore,Français,"Saint Mihiel, Jean du Bois",10 janvier 1630,Règlement de son altesse pour retranchement et abbréviation des procès.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,R. N. F,La déclaration du duc Charles faite à nosseigneurs de parlement et aux bourgeois de Paris.,Papier,Français,"Paris, Jean Remy","Wednesday, July 06, 1904",La déclaration du duc Charles faite à nosseigneurs de parlement et aux bourgeois de Paris.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Malriat,Preuves de l'état du Sr. De Beauchamps.,Livre Marron,Français,"Nancy, Veuve Leclerc.",1782,Preuves de l'état du Sr. De Beauchamps.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Me Bresson,"Mémoire pour Claude Vuillaume, cultivateur à Bulligny.",Livre Marron,Français,_,18 juillet 1809,"Mémoire pour Claude Vuillaume, cultivateur à Bulligny.",Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Mémoire pour Sr. André Noisette, marchand de bois à Pont-à-Mousson contre le Sr. Monier.",Livre Marron,Français,"Nancy, Leseure",_,"Mémoire pour Sr. André Noisette, marchand de bois à Pont-à-Mousson contre le Sr. Monier.",Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Grande complainte tirée des journaux et des audiences de la cour d'assise.,Livre Marron,Français,"Nancy, P. Barbier",1829,Grande complainte tirée des journaux et des audiences de la cour d'assise.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Grande complainte tirée des journaux et des audiences de la cour d'assise.,Livre Marron,Français,"Nancy, P. Barbier","Monday, January 02, 1905",Grande complainte tirée des journaux et des audiences de la cour d'assise.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Béchet,Défence du citoyen F.-E. Béchet.,Livre Marron,Français,_,6 août 1831,Défence du citoyen F.-E. Béchet.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Cour royale de Nancy, domaines prétendus engagés. Barrois mouvant.",Livre Marron,Français,"Nancy, Dard",1832,"Cour royale de Nancy, domaines prétendus engagés. Barrois mouvant.",Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Charles de Lombillon,Plainte contre le receveur de l'enregistrement des actes judiciaires de Nancy.,Livre Marron,Français,_,28 février 1833,Plainte contre le receveur de l'enregistrement des actes judiciaires de Nancy.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Charles de Lombillon,"Précis pour Charles Lombillon contre Just Contal, huissier à Vézelise.",Livre Marron,Français,"Nancy, Hinzelin",15 janvier 1842,"Précis pour Charles Lombillon contre Just Contal, huissier à Vézelise.",Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Cour d'assises de la Meurthe.,Livre Marron,Français,"Nancy, Raybois",4 avril 1843,Cour d'assises de la Meurthe.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,Le baron de Landoville,Supplément au Patriote de la Meurthe et des Vosges.,Livre Marron,Français,"Nancy, Dard",22 avril 1843,Supplément au Patriote de la Meurthe et des Vosges.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,Le baron de Landoville,Supplément au Patriote de la Meurthe et des Vosges.,Livre Marron,Français,"Nancy, Dard",22 avril 1843,Supplément au Patriote de la Meurthe et des Vosges.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,Comte Victor de Lapujade,Le comte de Lapujade.,Livre Marron,Français,Le Patriote de la Meurthe et des Vosges.,20 août 1843,Le comte de Lapujade.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Plan,_,Plan de maison.,Livre Marron,Français,_,_,Plan de maison.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Lettre,L. Leclerc,Lettre de L. Leclerc.,Livre Marron,Français,"Nancy, A. Lepage",29 mars 1852,Lettre de L. Leclerc.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Jambon,Mémoire présenté par M. Jambon.,Livre Marron,Français,"Nancy, A. Lepage",février 1855,Mémoire présenté par M. Jambon.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Jambois,Aux gens de bien. Un dernier mot relatif à mon procès avec la dame veuve Martz  de Nancy.,Livre Marron,Français,"Nancy, A. Lepage",mai 1855,Aux gens de bien. Un dernier mot relatif à mon procès avec la dame veuve Martz  de Nancy.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Jambois,Dieux que la vérité brille!,Livre Marron,Français,"Nancy, A. Lepage",mars 1854,Dieux que la vérité brille!,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Munier,Mémoire pour les héritiers du sang contre les légataires éventuels non autorisés.,Livre Marron,Français,"Nancy, Raybois",27 mars 1863,Mémoire pour les héritiers du sang contre les légataires éventuels non autorisés.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,A. Lombard,Consultation pour M. Nicolas André Tabellion contre M. Charles Jules Tourtel.,Livre Marron,Français,"Nancy, E. Réau",18 juillet 1877,Consultation pour M. Nicolas André Tabellion contre M. Charles Jules Tourtel.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Les frères de Saint-Joseph et l'Ecole Loritz.,Livre Marron,Français,_,_,Les frères de Saint-Joseph et l'Ecole Loritz.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Variété. Ester ou ne pas ester.,Livre Marron,Français,_,XIXe siècle,Variété. Ester ou ne pas ester.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Note imprimée,M. Tabellion,Information sur la rentrée à Loritz.,Livre Marron,Français,,12 août 1877,Information sur la rentrée à Loritz.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Notes manuscrites,,Dispositif d'un jugement rendu contradictoirement par le tribunal civil de 1ere instance de Nancy le 25 avril 1881.,Livre Marron,Français,_,_,Dispositif d'un jugement rendu contradictoirement par le tribunal civil de 1ere instance de Nancy le 25 avril 1881.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Le coudoiement intentionnel.,Livre Marron,Français,"Nancy, G. Crépin-Leblond",1888,Le coudoiement intentionnel.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Henri Mengin,Mémoire et conclusions pour madame Rose Batistine Joannes contre M. Marie Charles Ernest de Lambertye.,Livre Marron,Français,,jeudi 11 avril 1889,Mémoire et conclusions pour madame Rose Batistine Joannes contre M. Marie Charles Ernest de Lambertye.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Le marquis de Gerbéviller.,Livre Marron,Français,Journal de la Meurthe,20-Feb-04,Le marquis de Gerbéviller.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Les marquis de Lambertye,Livre Marron,Français,Est républicain,1908,Les marquis de Lambertye,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Notes manuscrites,_,Assiatnce judiciaire. Décision du 26 avril 1876.,Livre Marron,Français,_,_,Assiatnce judiciaire. Décision du 26 avril 1876.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Le petit parisien. Supplément littéraire illustré.,Livre Marron,Français,Le petit parisien.,Dimanche 1er décembre 1889,Le petit parisien. Supplément littéraire illustré.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,_,Les crimes de Pont-à-Mousson.,Livre Marron,Français,"Nancy, E. Ferry",1888-1889,Les crimes de Pont-à-Mousson.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Les crimes de Pont-à-Mousson. Dauga.,Livre Marron,Français,_,_,Les crimes de Pont-à-Mousson. Dauga.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Henri Mengin,Mémoire et conclusion pour M. Aimé Lombard d'Espérel contre madame Marie Duval.,Livre Marron,Français,"Nancy, G. Crépin-Leblond",février 1894,Mémoire et conclusion pour M. Aimé Lombard d'Espérel contre madame Marie Duval.,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,Paul Rouget,La vie des champs. Chronique. ,Papier,Français,_,_,La vie des champs. Chronique. ,Correct,"Livre ""Nancy, causes judiciaires""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Beauvau,De par son altesse royale.,Papier,Français,_,2 octobre 1704,De par son altesse royale.,Correct,"Livret bleu ""Chartes de Lorraine XVIIIe-XIXe siècles""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Capitaine des Chasses du roi,Sous l'autorisation du roi.,Papier,Français,_,20 août 1814,Sous l'autorisation du roi.,Correct,"Livret bleu ""Chartes de Lorraine XVIIIe-XIXe siècles""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Prières.,Papier,Français,_,_,Prières.,Correct,"Livret bleu ""Chartes de Lorraine XVIIIe-XIXe siècles""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. Vagner,Société de répression du braconnage dans le département de la Meurthe.,Papier,Français,"Nancy, Vagner",17 avril 1867,Société de répression du braconnage dans le département de la Meurthe.,Correct,"Livret bleu ""Chartes de Lorraine XVIIIe-XIXe siècles""","Rez-de-chausser, travée 24 (71)"
