id,cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
907,n.c.,,Livret,,Instruction pour la grade symbolique de maître.,Orange,Français,"Paris, F. Alexandre","Wednesday, February 08, 1905",Instruction pour la grade symbolique de maître.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
908,n.c.,,Livret,,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Papier,Français,,10 février 1828,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
909,n.c.,,Livret,,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Papier,Français,,,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
910,n.c.,,Livret,,Règlement du souv. Chap. de Nancy.,Marron,Français,,,Rgèglement du souv. Chap. de Nancy.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
911,n.c.,,Livre,F. T B. Clavel,Manuel pratique de Franc-maçon.,Bleu,Français,"Paris, A. Berlandier","Wednesday, January 18, 1905",Manuel pratique de Franc-maçon.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
912,n.c.,,Livre,,Almanach de la Franc-maçonnerie.,Papier,Français,"Paris, Pagnerre",,Almanach de la Franc-maçonnerie.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
913,n.c.,,Livre,,Instruction ou catéchisme des BB. CC. FF. Charb.,Marron,Français,Impriemerie de Prudont,,Instruction ou catéchisme des BB. CC. FF. Charb.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
914,n.c.,,Livret,,Règlement de la R. loge saint-Jean.,Marron,Français,,,Règlement de la R. loge saint-Jean.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
915,n.c.,,Livret,,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,,,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
916,n.c.,,Livret,,Instructions sur la maçonnerie. Grade d'apprentit.,Noir,Français,,"Wednesday, December 14, 1904",Instructions sur la maçonnerie. Grade d'apprentit.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
917,n.c.,,Article de journal,E. Marchal,Le premier Franc-Maçon lorrain connu.,Papier,Français,Annales maçonniques,"Monday, December 12, 1904",Le premier Franc-Maçon lorrain connu.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
918,n.c.,,Livret,F. Cournault,Instructions F. maçonniques.,Papier,Français,"Paris, A. Teissier",,Instructions F. maçonniques.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
919,n.c.,,Livret,,Discours prononcé à la L. saint-Jean de Jérusalem.,Papier,Français,"Nancy, G. Crépin-Leblond","Friday, February 17, 1905",Discours prononcé à la L. saint-Jean de Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
920,n.c.,,Livret,,Inauguration du buste de sa majesté Louis XVIII.,Bleu,Français,,28 août 1814,Inauguration du buste de sa majesté Louis XVIII.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
921,n.c.,,Livret,T. C. T. Eug. Bagré,Adresse à tous les maçons de France et d'Allemagne.,Bleu,Français,"Nancy, G. Crépin-Leblond","Tuesday, February 21, 1905",Adresse à tous les maçons de France et d'Allemagne.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
922,n.c.,,Livret,,Morceau d'architecture prononcé à la tribune des orateurs.,Bleu,Français,"Nancy, Thomas et Cie","Wednesday, February 01, 1905",Morceau d'architecture prononcé à la tribune des orateurs.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
923,n.c.,,Livret,,Essai historique sur l'institution du rit écossais et sur la puissance légale.,Bleu,Français,"Paris, J. L. Bellemain","Saturday, December 31, 1904",Essai historique sur l'institution du rit écossais et sur la puissance légale.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
924,n.c.,,Livret,,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,,28 février 1831,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
925,n.c.,,Livret,,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,,31 mars 1837,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
926,n.c.,,Feuillet,,Instruction des fendeurs.,Papier,Français,,"Tuesday, December 13, 1904",Instruction des fendeurs.,Mauvais,"Factum ""Franc-Maçonnerie""",Archives départementales
927,n.c.,,Livret,,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Papier,Français,,28 février 1833,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
928,n.c.,,Feuillet,,Discours prononcé sur la tombe du F. Bangofski.,Papier,Français,,,Discours prononcé sur la tombe du F. Bangofski.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
929,n.c.,,Catalogue,Friedrich Wilhelm zum goldenen Scepter,Collection Franc-maçonnique de M. Léonce Goblentz.,Papier,Français,,"Saturday, March 18, 1905",Collection Franc-maçonnique de M. Léonce Goblentz.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
930,n.c.,,Feuillet,Charles duc de Lorraine,Verzeichnifs der Mitgliede der A. S. D. Loge.,Papier,Allemand,,,Verzeichnifs der Mitgliede der A. S. D. Loge.,Mauvais,"Factum ""Franc-Maçonnerie""",Archives départementales
931,n.c.,,Manuscrit imprimé,Charles duc de Lorraine,Etablissement d'une bambre de justice à St Mihiel.,Multicolore,Français,,,Etablissement d'une bambre de justice à St Mihiel.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
932,n.c.,,Manuscrit imprimé,Archiduc Léopold,Le manifeste du duc de Lorraine.,Multicolore,Français,"Paris, Salomon de la fosse.",,Le manifeste du duc de Lorraine.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
933,n.c.,,Manuscrit imprimé,,Ordonnance de son altesse portant iniuction à tous ecclésiastiques.,Papier,Français,,28 septembre 1664,Ordonnance de son altesse portant iniuction à tous ecclésiastiques.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
934,n.c.,,Manuscrit imprimé,,Le manifeste de l'archiduc Léopold.,Multicolore,Français,,,Le manifeste de l'archiduc Léopold.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
935,n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance de son altesse royale.,Papier,Français,,13 novembre 1698,Ordonnance de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
936,n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance de Léopold.,Papier,Français,,5 septembre 1698,Ordonnance de Léopold.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
937,n.c.,,Manuscrit imprimé,Archiduc Léopold,Edit de son altesse royale.,Multicolore,Français,"Pont à Mousson, F. Maret",6 janvier 1699,Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
938,n.c.,,Manuscrit imprimé,Archiduc Léopold,(Double) Edit de son altesse royale.,Papier,Français,"Nancy, René Charlot",20 janvier 1699,(Double) Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
939,n.c.,,Manuscrit imprimé,,Explication de la portion congrue.,Papier,Français,"Bar le duc, Jean Lochet",12 mars 1699,Explication de la portion congrue.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
940,n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance pour le trsanport des boues et immondices de Nancy.,Papier,Français,,24 mai 1700,Ordonnance pour le trsanport des boues et immondices de Nancy.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
941,n.c.,,Manuscrit imprimé,S. M. Labbe,Edit de son altesse royale.,Papier,Français,,8 mars 1723,Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
942,n.c.,,Manuscrit imprimé,Elisabeth Chalotte,Ordonnance sur le fait des Gabelles.,Papier,Français,,6 novembre 1733,Ordonnance sur le fait des Gabelles.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
943,n.c.,,Manuscrit imprimé,M. de Boursier de Montureux,Nancy.,Papier,Français,,23 avril 1742,Nancy.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
944,n.c.,,Manuscrit imprimé,,(Double) Edit du roi.,Papier,Français,,juin 1751,(Double) Edit du roi.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
945,n.c.,,Manuscrit imprimé,M. du Rouvrois,(Double) Déclaration du roi.,Papier,Français,"Nancy, N. Charlot",15 mai 1752,(Double) Déclaration du roi.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
946,n.c.,,Manuscrit imprimé,F. Lacroix,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, N. Charlot",15 mai 1752,(Double) Lettres patentes du roi.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
947,n.c.,,Manuscrit imprimé,,Circulaire.,Papier,Français,,31 octobre 1753,Circulaire.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
948,n.c.,,Manuscrit imprimé,M. d'Attel,(Double) Arrest du conseil ,Papier,Français,,10 août 1753,(Double) Arrest du conseil ,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
949,n.c.,,Manuscrit imprimé,Stanislas,Arrest du conseil d'état du roy.,Papier,Français,"Nancy, N. Charlot",18 mai 1754,Arrest du conseil d'état du roy.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
950,n.c.,,Manuscrit imprimé,M. de Riocour,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",13 janvier 1759,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
951,n.c.,,Manuscrit imprimé,Stanislas,Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",13 janvier 1759,Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
952,n.c.,,Manuscrit imprimé,M. Balthasard,Arrest du conseil d'état concernant les médecins et chirurgiens.,Papier,Français,"Nancy, Pierre Antoine",10 juillet 1762,Arrest du conseil d'état concernant les médecins et chirurgiens.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
953,n.c.,,Manuscrit imprimé,M. Gallois,Extrait des registres du conseil d'état.,Papier,Français,"Nancy, Leseure",13 août 1763,Extrait des registres du conseil d'état.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
954,n.c.,,Manuscrit imprimé,Stanislas,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Leseure",24 mars 1764,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
955,n.c.,,Manuscrit imprimé,M. de Riocour,Editi du roi.,Papier,Français,,avril 1764,Editi du roi.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
956,n.c.,,Manuscrit imprimé,M. de Riocour,(Double) Arrest du conseil royal des finances et commerce.,Papier,Français,"Nancy, Charlot",2 mars 1765,(Double) Arrest du conseil royal des finances et commerce.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
957,n.c.,,Manuscrit imprimé,"Louis, prince de Salm.",Edit de son altesse sérénissime.,Papier,Français,,,Edit de son altesse sérénissime.,Correct,"Factum ""Lorraine édits ducaux""",Archives départementales
958,n.c.,,Manuscrit imprimé,,_,Papier,Français,,"Thursday, August 25, 1904",,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
959,n.c.,,Manuscrit imprimé,,Déclaration de son altesse royale.,Papier,Français,,15 décembre 1706,Déclaration de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
960,n.c.,,Manuscrit imprimé,,Edit de son altesse royale.,Papier,Français,,18 février 1707,Edit de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""",Archives départementales
